SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
ZAD.sol,,516,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1709.4639999866486,19,211,67
Wallet.sol,,93,DynaMOSA,false,1,0,0,0,2,6,0.3333333333333333,2,2,1,2,4,0.5,0,0,10,67
EqFinanceStaking.sol,,856,DynaMOSA,false,0.4,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1754.1800000667572,19,219,67
MarsStakingRewards.sol,,66,DynaMOSA,true,0.4854368932038835,2,12,0.16666666666666666,49,115,0.4260869565217391,31,49,0.6326530612244898,17,42,0.40476190476190477,1676.311999797821,15,169,10
TokenDispatch.sol,,636,DynaMOSA,true,0.21212121212121213,0,22,0,20,100,0.2,7,10,0.7,7,34,0.20588235294117646,1754.2990000247955,54,595,10
Reentrance.sol,,56,DynaMOSA,true,0.3076923076923077,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,1712.8670001029968,19,217,10
ThriftToken.sol,,54,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1722.6039998531342,19,217,10
TPA.sol,,18,DynaMOSA,true,0.7482014388489209,4,18,0.2222222222222222,104,150,0.6933333333333334,57,65,0.8769230769230769,44,56,0.7857142857142857,1711.3949999809265,13,147,10
CourtFarming_RoomLPStake.sol,,30,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1662.4199998378754,13,152,10
Token50X100.sol,,41,DynaMOSA,true,0.30952380952380953,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,1704.3710000514984,19,210,10
Baz.sol,,451,DynaMOSA,true,0.9,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1710.577999830246,20,224,10
Revive.sol,,659,DynaMOSA,true,0.6875,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,1690.0390000343323,17,194,10
ANRXToken.sol,,371,DynaMOSA,true,0.7435897435897436,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1733.039999961853,14,162,10
SSTRewards.sol,,959,DynaMOSA,true,0.75,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1713.3580000400543,18,206,172
FrogDAO.sol,,133,DynaMOSA,true,0.8421052631578947,0,0,0,21,25,0.84,10,10,1,4,4,1,1701.0090000629425,16,184,172
NasiLiquidityPoolFactory.sol,,202,DynaMOSA,true,0.10655737704918032,1,50,0.02,38,320,0.11875,15,106,0.14150943396226415,10,88,0.11363636363636363,1628.707999944687,8,96,172
Cover_ZapIn_General_V1.sol,,804,DynaMOSA,true,0.30392156862745096,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1683.473000049591,13,151,172
AntiBaseProtocol.sol,,905,DynaMOSA,true,0.8157894736842105,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,1754.9349999427795,15,166,172
EdenCoin.sol,,739,DynaMOSA,true,0.75,1,2,0.5,26,33,0.7878787878787878,8,8,1,11,14,0.7857142857142857,1690.5030000209808,16,181,172
Dynamic.sol,,519,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1693.688000202179,17,196,172
HTDD_contract.sol,,865,DynaMOSA,true,0.7142857142857143,0,0,0,20,26,0.7692307692307693,5,5,1,13,16,0.8125,1696.1230001449585,19,215,172
StakingDextoken.sol,,188,DynaMOSA,false,0.7837837837837838,4,10,0.4,54,93,0.5806451612903226,25,27,0.9259259259259259,37,50,0.74,1702.2929999828339,21,241,105
vnxManager.sol,,911,DynaMOSA,false,0.8636363636363636,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,1750.5899999141693,60,660,105
SLTDStaking.sol,,827,DynaMOSA,false,0.576271186440678,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1703.6470000743866,17,187,105
SALESCONTRACT.sol,,931,DynaMOSA,false,0.5,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1726.2020001411438,16,185,105
BlueICE.sol,,292,DynaMOSA,false,0.6842105263157895,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1742.3940000534058,16,182,105
LIBERAPAY.sol,,605,DynaMOSA,false,0.582089552238806,5,28,0.17857142857142858,82,141,0.5815602836879432,34,39,0.8717948717948718,38,50,0.76,1680.3819999694824,14,161,105
DJCoin.sol,,666,DynaMOSA,false,0.8387096774193549,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1678.9909999370575,14,164,105
RainbowRAK.sol,,678,DynaMOSA,false,0.6607142857142857,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,1707.5989999771118,19,213,105
DatrixoEquityToken.sol,,273,DynaMOSA,false,0.5,5,22,0.22727272727272727,32,62,0.5161290322580645,12,16,0.75,19,28,0.6785714285714286,1721.406000137329,21,234,105
DmmControllerV2.sol,,657,DynaMOSA,false,0.168,0,14,0,43,258,0.16666666666666666,21,111,0.1891891891891892,10,102,0.09803921568627451,1539.154000043869,6,70,105
BAE.sol,,279,DynaMOSA,false,0.2857142857142857,0,6,0,7,50,0.14,4,8,0.5,9,36,0.25,1684.6860001087189,11,122,83
Controller.sol,,336,DynaMOSA,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1690.6949999332428,17,195,83
Dipex.sol,,796,DynaMOSA,false,0.43333333333333335,6,22,0.2727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1706.0679998397827,19,210,83
CryptoSecureBankToken.sol,,816,DynaMOSA,false,0.7966101694915254,12,26,0.46153846153846156,75,104,0.7211538461538461,32,33,0.9696969696969697,21,26,0.8076923076923077,1719.625,13,150,83
YieldFarmLP2.sol,,965,DynaMOSA,false,0.38235294117647056,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,1701.3220000267029,16,185,83
GUMARewards.sol,,496,DynaMOSA,false,0.625,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,14,30,0.4666666666666667,1717.5880000591278,16,183,83
BTCParamV2.sol,,61,DynaMOSA,false,0.17857142857142858,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1718.375,25,277,83
Voting.sol,,80,DynaMOSA,false,0.14184397163120568,0,30,0,22,250,0.088,20,111,0.18018018018018017,7,94,0.07446808510638298,1661.1589999198914,11,124,83
CryptoGhost.sol,,604,DynaMOSA,false,0.92,36,40,0.9,62,77,0.8051948051948052,10,10,1,5,12,0.4166666666666667,1525.7350001335144,3,37,83
INS.sol,,456,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,83
Liquidity_v8.sol,,738,DynaMOSA,true,0.30303030303030304,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1655.3369998931885,13,151,196
WheatFarm.sol,,237,DynaMOSA,true,0.18446601941747573,7,26,0.2692307692307692,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1720.4219999313354,30,335,196
MIMOToken.sol,,23,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1689.960000038147,16,182,196
QuickToken.sol,,34,DynaMOSA,true,0.6461538461538462,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,1755.9749999046326,19,213,196
REXUNIFINANCE.sol,,210,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1716.0780000686646,19,213,196
UNIWHALE_ERC20.sol,,829,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1713.3309998512268,23,262,196
LpStaking.sol,,257,DynaMOSA,true,0.3157894736842105,2,24,0.08333333333333333,37,139,0.26618705035971224,21,48,0.4375,12,42,0.2857142857142857,1677.7980000972748,16,177,196
BirdOracle.sol,,595,DynaMOSA,true,0.6829268292682927,16,28,0.5714285714285714,45,66,0.6818181818181818,9,9,1,0,2,0,1767.9969999790192,23,253,196
PlasmaswapPair.sol,,897,DynaMOSA,true,0.18333333333333332,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1685.8280000686646,17,191,196
Final.sol,,352,DynaMOSA,true,0.17475728155339806,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1674.164999961853,14,158,196
CourtFarming_HTStake.sol,,58,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1678.2430000305176,16,181,178
FreakCoin.sol,,128,DynaMOSA,true,0.8787878787878788,6,10,0.6,57,74,0.7702702702702703,13,13,1,9,10,0.9,1680.99799990654,15,169,178
TimeMiner.sol,,45,DynaMOSA,true,0.7906976744186046,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,16,18,0.8888888888888888,1665.4029998779297,17,191,178
BancorV2_ZapIn_General_V1_1.sol,,966,DynaMOSA,true,0.24242424242424243,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1726.1170001029968,13,149,178
Rootkit_finance.sol,,963,DynaMOSA,true,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1752.1070001125336,17,193,178
MetaCoin.sol,,657,DynaMOSA,true,0.8,6,8,0.75,7,9,0.7777777777777778,2,2,1,0,0,0,1700.7760000228882,14,158,178
Straight_Fire_Finance.sol,,17,DynaMOSA,true,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1719.6550002098083,17,190,178
GAZ_ERC20.sol,,491,DynaMOSA,true,0.42857142857142855,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,1684.5640001296997,17,189,178
UFragments.sol,,842,DynaMOSA,true,0.30927835051546393,5,28,0.17857142857142858,42,136,0.3088235294117647,20,35,0.5714285714285714,5,34,0.14705882352941177,1741.7969999313354,38,423,178
MoshiachCoinStaking.sol,,745,DynaMOSA,true,0.3472222222222222,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1703.3789999485016,22,242,178
GFC.sol,,703,DynaMOSA,true,0.875,1,2,0.5,31,37,0.8378378378378378,8,8,1,13,14,0.9285714285714286,1675.1050000190735,15,173,20
Weedburn.sol,,113,DynaMOSA,true,0.6578947368421053,2,10,0.2,61,88,0.6931818181818182,24,26,0.9230769230769231,30,40,0.75,1710.8849999904633,16,180,20
AavePoolReward.sol,,759,DynaMOSA,true,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1746.5610001087189,15,175,20
MARVELCOIN.sol,,445,DynaMOSA,true,0.8333333333333334,1,2,0.5,31,37,0.8378378378378378,8,8,1,13,14,0.9285714285714286,1697.529000043869,19,212,20
LUP.sol,,58,DynaMOSA,true,0.575,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1683.2699999809265,13,151,20
PACT.sol,,975,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1699.904000043869,16,181,20
NAL.sol,,222,DynaMOSA,true,0.6906474820143885,5,18,0.2777777777777778,96,150,0.64,53,65,0.8153846153846154,39,56,0.6964285714285714,1677.0639998912811,14,160,20
BACMARSLPTOKENPool.sol,,383,DynaMOSA,true,0.5256410256410257,4,12,0.3333333333333333,48,94,0.5106382978723404,23,36,0.6388888888888888,16,30,0.5333333333333333,1700.9519999027252,18,198,20
MetaCoin.sol,,24,DynaMOSA,false,0.7,5,8,0.625,6,9,0.6666666666666666,2,2,1,0,0,0,1698.598000049591,15,170,57
Rootkit_finance.sol,,123,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1751.1979999542236,16,186,57
UFragments.sol,,284,DynaMOSA,false,0.3968253968253968,5,28,0.17857142857142858,42,136,0.3088235294117647,20,35,0.5714285714285714,5,34,0.14705882352941177,1737.470999956131,38,420,57
GAZ_ERC20.sol,,62,DynaMOSA,false,0.6923076923076923,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,1682.5280001163483,15,174,57
Straight_Fire_Finance.sol,,548,DynaMOSA,false,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1706.9619998931885,17,187,57
TimeMiner.sol,,688,DynaMOSA,false,0.92,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,16,18,0.8888888888888888,1684.1820001602173,17,194,57
MoshiachCoinStaking.sol,,956,DynaMOSA,false,0.4,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1702.9560000896454,21,233,57
FreakCoin.sol,,119,DynaMOSA,false,0.9565217391304348,6,10,0.6,56,74,0.7567567567567568,13,13,1,9,10,0.9,1675.699000120163,15,169,57
BancorV2_ZapIn_General_V1_1.sol,,325,DynaMOSA,false,0.3508771929824561,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1712.8629999160767,14,158,57
CourtFarming_HTStake.sol,,175,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1663.5409998893738,15,168,57
WheatFarm.sol,,651,DynaMOSA,false,0.2222222222222222,7,26,0.2692307692307692,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1716.7730000019073,28,312,135
QuickToken.sol,,543,DynaMOSA,false,0.6451612903225806,3,8,0.375,51,76,0.6710526315789473,16,23,0.6956521739130435,23,34,0.6764705882352942,1750.6419999599457,21,232,135
REXUNIFINANCE.sol,,408,DynaMOSA,false,0.8461538461538461,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1714.2720000743866,18,205,135
MIMOToken.sol,,860,DynaMOSA,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1680.835000038147,16,177,135
Final.sol,,860,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1663.5179998874664,13,147,135
UNIWHALE_ERC20.sol,,286,DynaMOSA,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1706.7469999790192,25,278,135
Liquidity_v8.sol,,588,DynaMOSA,false,0.4117647058823529,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1649.965000152588,13,153,135
PlasmaswapPair.sol,,10,DynaMOSA,false,0.21052631578947367,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1708.7760000228882,19,209,135
LpStaking.sol,,764,DynaMOSA,false,0.3333333333333333,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,1684.5759999752045,16,179,135
BirdOracle.sol,,907,DynaMOSA,false,0.6923076923076923,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,1760.9350001811981,22,248,135
Rexona.sol,,438,DynaMOSA,true,0.40476190476190477,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1733.2109999656677,15,174,142
KPLAY.sol,,2,DynaMOSA,true,0.6851851851851852,2,12,0.16666666666666666,83,124,0.6693548387096774,39,46,0.8478260869565217,37,50,0.74,1712.651999950409,17,187,142
Fomp.sol,,72,DynaMOSA,true,0.6825396825396826,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1721.1909999847412,20,230,142
GreenMarkTrust.sol,,929,DynaMOSA,true,0.875,1,2,0.5,33,37,0.8918918918918919,8,8,1,13,14,0.9285714285714286,1721.781000137329,18,206,142
FairStockEquity.sol,,173,DynaMOSA,true,0.573170731707317,1,6,0.16666666666666666,57,120,0.475,26,28,0.9285714285714286,28,48,0.5833333333333334,1727.3959999084473,11,130,142
OnXFinance.sol,,573,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1714.2249999046326,18,204,142
GardenContractV2.sol,,579,DynaMOSA,true,0.20689655172413793,5,62,0.08064516129032258,40,197,0.20304568527918782,19,32,0.59375,0,22,0,1704.9980001449585,13,146,142
TetherToken.sol,,949,DynaMOSA,true,0.7358490566037735,6,12,0.5,41,51,0.803921568627451,11,11,1,27,30,0.9,1709.566999912262,16,180,142
XenoFelix.sol,,787,DynaMOSA,true,0.7021276595744681,3,18,0.16666666666666666,98,151,0.6490066225165563,51,63,0.8095238095238095,46,60,0.7666666666666667,1729.3760001659393,18,200,142
FrogDAOGovernanceRewards.sol,,718,DynaMOSA,true,0.6904761904761905,5,10,0.5,32,56,0.5714285714285714,13,16,0.8125,11,16,0.6875,1697.3870000839233,17,192,148
SLTDETHlpReward.sol,,855,DynaMOSA,true,0.631578947368421,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1691.5979998111725,15,165,148
Wallet.sol,,572,DynaMOSA,true,0.8333333333333334,0,0,0,5,6,0.8333333333333334,2,2,1,3,4,0.75,1771.7149999141693,28,316,148
EqFinanceStaking.sol,,438,DynaMOSA,true,0.3472222222222222,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1750.0080001354218,20,226,148
ZAD.sol,,689,DynaMOSA,true,0.6226415094339622,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1723.50200009346,27,305,148
Vat.sol,,355,DynaMOSA,true,0.5555555555555556,4,8,0.5,63,98,0.6428571428571429,26,29,0.896551724137931,33,62,0.532258064516129,1722.5529999732971,20,227,148
YRX3.sol,,180,DynaMOSA,true,0.6,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,1699.5110001564026,16,178,148
WOLF.sol,,243,DynaMOSA,true,0.4523809523809524,7,22,0.3181818181818182,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1703.3550000190735,20,225,148
PRDZstakingV2.sol,,512,DynaMOSA,true,0.4578313253012048,5,26,0.19230769230769232,58,136,0.4264705882352941,27,39,0.6923076923076923,8,18,0.4444444444444444,1678.6159999370575,14,162,148
REXUNIFINANCE.sol,,830,DynaMOSA,true,0.9538461538461539,1,2,0.5,56,58,0.9655172413793104,10,11,0.9090909090909091,52,52,1,1715.7530000209808,19,218,236
MIMOToken.sol,,88,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1693.1949999332428,16,185,236
PlasmaswapPair.sol,,204,DynaMOSA,true,0.18333333333333332,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1702.5820000171661,18,201,236
UNIWHALE_ERC20.sol,,136,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1698.5709998607635,22,252,236
QuickToken.sol,,193,DynaMOSA,true,0.6461538461538462,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,1748.4599997997284,20,230,236
Liquidity_v8.sol,,840,DynaMOSA,true,0.30303030303030304,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1658.0510001182556,14,158,236
Final.sol,,868,DynaMOSA,true,0.17475728155339806,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1665.9530000686646,14,159,236
LpStaking.sol,,140,DynaMOSA,true,0.2719298245614035,2,24,0.08333333333333333,30,139,0.2158273381294964,20,48,0.4166666666666667,8,42,0.19047619047619047,1687.5529999732971,16,183,236
BirdOracle.sol,,195,DynaMOSA,true,0.6585365853658537,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1766.2880001068115,21,240,236
WheatFarm.sol,,522,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1713.9270000457764,29,327,236
CourtFarming_RoomLPStake.sol,,593,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1655.2000000476837,14,155,170
Baz.sol,,556,DynaMOSA,true,0.9,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1722.4400000572205,19,219,170
ThriftToken.sol,,770,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1717.3610000610352,18,206,170
TokenDispatch.sol,,216,DynaMOSA,true,0.21212121212121213,0,22,0,20,100,0.2,7,10,0.7,7,34,0.20588235294117646,1750.7669999599457,51,568,170
TPA.sol,,269,DynaMOSA,true,0.7194244604316546,4,18,0.2222222222222222,101,150,0.6733333333333333,55,65,0.8461538461538461,42,56,0.75,1703.2129998207092,13,148,170
Revive.sol,,511,DynaMOSA,true,0.6875,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,1679.3050000667572,17,191,170
Token50X100.sol,,575,DynaMOSA,true,0.30952380952380953,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,1695.3160002231598,19,212,170
ANRXToken.sol,,432,DynaMOSA,true,0.7435897435897436,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1727.5029997825623,14,163,170
Reentrance.sol,,255,DynaMOSA,true,0.3076923076923077,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,1717.4100000858307,20,222,170
MarsStakingRewards.sol,,957,DynaMOSA,true,0.4854368932038835,2,12,0.16666666666666666,49,115,0.4260869565217391,31,49,0.6326530612244898,17,42,0.40476190476190477,1674.3120000362396,15,173,170
Wallet.sol,,779,DynaMOSA,false,1,0,0,0,2,6,0.3333333333333333,2,2,1,2,4,0.5,0.0010001659393310547,0,10,107
SLTDETHlpReward.sol,,546,DynaMOSA,false,0.7213114754098361,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1687.0780000686646,14,162,107
PRDZstakingV2.sol,,82,DynaMOSA,false,0.47692307692307695,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1671.7809998989105,16,178,107
Vat.sol,,891,DynaMOSA,false,0.8918918918918919,4,8,0.5,65,98,0.6632653061224489,29,29,1,37,62,0.5967741935483871,1709.1059999465942,20,221,107
ZAD.sol,,671,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1717.7990000247955,19,214,107
WOLF.sol,,115,DynaMOSA,false,0.43333333333333335,6,22,0.2727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1708.973000049591,17,193,107
YRX3.sol,,192,DynaMOSA,false,0.696969696969697,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,1695.468999862671,14,157,107
EqFinanceStaking.sol,,319,DynaMOSA,false,0.4,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1752.422000169754,20,221,107
FrogDAOGovernanceRewards.sol,,243,DynaMOSA,false,0.7307692307692307,5,10,0.5,29,56,0.5178571428571429,13,16,0.8125,7,16,0.4375,1690.2749998569489,18,198,107
DmmControllerV2.sol,,642,DynaMOSA,false,0.24,0,14,0,59,258,0.22868217054263565,30,111,0.2702702702702703,15,102,0.14705882352941177,1544.3399999141693,6,69,65
SALESCONTRACT.sol,,464,DynaMOSA,false,0.5,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1713.763000011444,17,193,65
RainbowRAK.sol,,416,DynaMOSA,false,0.6607142857142857,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,1732.2070000171661,18,204,65
BlueICE.sol,,379,DynaMOSA,false,0.6842105263157895,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1754.4339997768402,16,184,65
DJCoin.sol,,941,DynaMOSA,false,0.8387096774193549,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1675.3980000019073,13,149,65
DatrixoEquityToken.sol,,39,DynaMOSA,false,0.6578947368421053,8,22,0.36363636363636365,44,62,0.7096774193548387,13,16,0.8125,23,28,0.8214285714285714,1730.3020000457764,21,232,65
SLTDStaking.sol,,41,DynaMOSA,false,0.576271186440678,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1716.6329998970032,18,202,65
LIBERAPAY.sol,,861,DynaMOSA,false,0.582089552238806,5,28,0.17857142857142858,87,141,0.6170212765957447,34,39,0.8717948717948718,39,50,0.78,1694.1189999580383,14,163,65
StakingDextoken.sol,,534,DynaMOSA,false,0.7837837837837838,4,10,0.4,53,93,0.5698924731182796,25,27,0.9259259259259259,37,50,0.74,1719.4560000896454,21,239,65
vnxManager.sol,,321,DynaMOSA,false,0.9090909090909091,1,2,0.5,34,43,0.7906976744186046,19,20,0.95,19,26,0.7307692307692307,1757.141000032425,64,714,65
Dynamic.sol,,516,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1707.1659998893738,18,199,12
HTDD_contract.sol,,239,DynaMOSA,true,0.7142857142857143,0,0,0,20,26,0.7692307692307693,5,5,1,13,16,0.8125,1686.2720000743866,18,208,12
NasiLiquidityPoolFactory.sol,,429,DynaMOSA,true,0.07377049180327869,1,50,0.02,30,320,0.09375,11,106,0.10377358490566038,7,88,0.07954545454545454,1645.7990000247955,8,97,12
AntiBaseProtocol.sol,,143,DynaMOSA,true,0.8157894736842105,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,1752.0069999694824,15,174,12
SSTRewards.sol,,401,DynaMOSA,true,0.7857142857142857,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1706.281000137329,18,204,12
Cover_ZapIn_General_V1.sol,,236,DynaMOSA,true,0.30392156862745096,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1683.8099999427795,13,143,12
EdenCoin.sol,,749,DynaMOSA,true,0.75,1,2,0.5,26,33,0.7878787878787878,8,8,1,11,14,0.7857142857142857,1671.3719999790192,15,175,12
FrogDAO.sol,,560,DynaMOSA,true,0.8421052631578947,0,0,0,22,25,0.88,10,10,1,4,4,1,1695.1909999847412,15,169,12
