Group.1,Group.2,TOTAL_COVERAGE,FUNCTION_COVERAGE,BRANCH_COVERAGE,LINE_COVERAGE,PROBE_COVERAGE,ITERATIONS,TOTAL_PROBES
EqFinanceStaking.sol,Random_FALSE,0.375,0.5333333333333333,0.2,0.2727272727272727,0.3181818181818182,362,22
FairStockEquity.sol,Random_FALSE,0.7195121951219512,0.9571428571428572,0.16666666666666666,0.495,0.65,197.2,48
Final.sol,Random_FALSE,0.20388349514563106,0.1891891891891892,0.19230769230769232,0.26666666666666666,0.225,250.8,40
Fomp.sol,Random_FALSE,0.673015873015873,1,0.3333333333333333,0.6782608695652174,0.77,412.2,20
FreakCoin.sol,Random_FALSE,0.8484848484848485,1,0.6,0.7621621621621621,0.9,359.8,10
FrogDAO.sol,Random_FALSE,0.9857142857142858,0.98,0,0.848,1,304,4
FrogDAOGovernanceRewards.sol,Random_FALSE,0.5952380952380952,0.8125,0.5,0.5178571428571429,0.4375,317.4,16
GardenContractV2.sol,Random_FALSE,0.27801724137931033,0.78125,0.11693548387096774,0.2550761421319797,0,230.5,22
GAZ_ERC20.sol,Random_FALSE,0.45714285714285713,0.6363636363636364,1,0.5769230769230769,0.3181818181818182,361.2,22
GFC.sol,Random_FALSE,0.7916666666666666,1,0.5,0.7297297297297297,0.7142857142857143,308.2,14
GreenMarkTrust.sol,Random_FALSE,0.825,1,0.5,0.7405405405405405,0.7714285714285715,378.2,14
GUMARewards.sol,Random_FALSE,0.5581395348837209,0.6818181818181818,0.3333333333333333,0.5604395604395604,0.4666666666666667,306.6,30
HTDD_contract.sol,Random_FALSE,0.7619047619047619,1,0,0.7307692307692307,0.6875,419.6,16
INS.sol,Random_FALSE,0.8083333333333333,1,0.5,0.7351351351351352,0.7428571428571429,411,14
JGNRewards.sol,Random_FALSE,0.7857142857142857,0.9285714285714286,0.375,0.575,1,323.6,6
KPLAY.sol,Random_FALSE,0.7685185185185185,0.8913043478260869,0.16666666666666666,0.7225806451612904,0.8,282,50
LIBERAPAY.sol,Random_FALSE,0.6649572649572649,0.8717948717948718,0.17857142857142858,0.5971631205673759,0.776,253,50
Liquidity_v8.sol,Random_FALSE,0.3434343434343434,0.5454545454545454,0.1111111111111111,0.2698412698412698,0.2916666666666667,282.8,48
LpStaking.sol,Random_FALSE,0.3157894736842105,0.4583333333333333,0.08333333333333333,0.2805755395683453,0.2857142857142857,274.8,42
LUP.sol,Random_FALSE,0.59,0.8333333333333334,0.16666666666666666,0.5959183673469388,0.6599999999999999,251.8,10
MarsStakingRewards.sol,Random_FALSE,0.5339805825242718,0.673469387755102,0.3333333333333333,0.4782608695652174,0.42857142857142855,271.2,42
MARVELCOIN.sol,Random_FALSE,0.7916666666666666,1,0.5,0.7297297297297297,0.7142857142857143,378.2,14
MetaCoin.sol,Random_FALSE,0.8,1,0.75,0.7777777777777778,0,285.4,0
MetaCoin2.sol,Random_FALSE,0.8333333333333334,1,0.5,1,0,278.2,0
MIMOToken.sol,Random_FALSE,0.875,1,0.5,0.5813953488372093,0.8333333333333334,288.8,12
MisesLegacyPool.sol,Random_FALSE,0.7037037037037037,0.9090909090909091,0.3,0.45454545454545453,1,321.4,6
MoshiachCoinStaking.sol,Random_FALSE,0.375,0.5333333333333333,0.2,0.2727272727272727,0.3181818181818182,399.4,22
NAL.sol,Random_FALSE,0.7683453237410072,0.8923076923076924,0.24444444444444444,0.708,0.7928571428571428,233.2,56
NasiLiquidityPoolFactory.sol,Random_FALSE,0.1819672131147541,0.21509433962264152,0.06,0.17625,0.21136363636363636,120.4,88
OnXFinance.sol,Random_FALSE,0.20776699029126214,0.1891891891891892,0.2076923076923077,0.26666666666666666,0.225,280.6,40
PACT.sol,Random_FALSE,0.46153846153846156,0.85,0,0.3194444444444444,0.21875,322.4,32
PlasmaswapPair.sol,Random_FALSE,0.22033898305084745,0.5714285714285714,0,0.20202020202020202,0.22727272727272727,326.6,22
POWToken.sol,Random_FALSE,0.3314285714285714,0.4603174603174603,0.23076923076923078,0.24401913875598086,0.26744186046511625,215.8,86
PRDZstakingV2.sol,Random_FALSE,0.4578313253012048,0.6666666666666666,0.19230769230769232,0.3897058823529412,0.3888888888888889,304.8,18
QuickToken.sol,Random_FALSE,0.6523076923076923,0.6956521739130435,0.4,0.6684210526315789,0.6823529411764706,361.8,34
RainbowRAK.sol,Random_FALSE,0.5625,0.7142857142857143,0.42857142857142855,0.5217391304347826,0.45,311.6,40
Reentrance.sol,Random_FALSE,0.2692307692307692,0.3333333333333333,0.25,0.25,0.2,362.2,10
Revive.sol,Random_FALSE,0.7083333333333334,0.868421052631579,0.4090909090909091,0.6788990825688074,0.7222222222222222,321,36
Rexona.sol,Random_FALSE,0.5047619047619047,0.875,0.23636363636363636,0.717948717948718,0.75,295.8,12
REXUNIFINANCE.sol,Random_FALSE,0.7846153846153846,0.9090909090909091,0.5,0.7241379310344828,0.7692307692307693,406,52
RIT.sol,Random_FALSE,0.6226415094339622,0.6896551724137931,0,0.5454545454545454,0.5909090909090909,368,22
Rootkit_finance.sol,Random_FALSE,0.75,0.875,0.5,0.6818181818181818,0,364.2,0
SALESCONTRACT.sol,Random_FALSE,0.25,1,0,0.24561403508771928,0.08333333333333333,327.4,24
SLTDETHlpReward.sol,Random_FALSE,0.6631578947368421,0.7872340425531915,0.5,0.638095238095238,0.5588235294117647,283.4,34
SLTDStaking.sol,Random_FALSE,0.5268817204301075,0.6170212765957447,0.3333333333333333,0.47,0.47058823529411764,311.8,34
SSTRewards.sol,Random_FALSE,0.7857142857142857,0.9285714285714286,0.375,0.575,1,341.6,6
StakingDextoken.sol,Random_FALSE,0.7586206896551724,0.9259259259259259,0.4,0.578494623655914,0.74,345,50
Straight_Fire_Finance.sol,Random_FALSE,0.75,0.875,0.5,0.6818181818181818,0,406.8,0
TetherToken.sol,Random_FALSE,0.8301886792452831,1,0.5,0.803921568627451,0.9,293.8,30
ThriftToken.sol,Random_FALSE,0.7846153846153846,0.9090909090909091,0.5,0.7241379310344828,0.7692307692307693,403.2,52
TimeMiner.sol,Random_FALSE,0.9069767441860465,1,0.6666666666666666,0.8711111111111111,0.8888888888888888,423.8,18
Token50X100.sol,Random_FALSE,0.31746031746031744,0.6,0.08333333333333333,0.3424657534246575,0.26,321.6,50
TokenDispatch.sol,Random_FALSE,0.21212121212121213,0.7,0,0.2,0.20588235294117646,996,34
TPA.sol,Random_FALSE,0.7654676258992805,0.8861538461538462,0.2777777777777778,0.7053333333333334,0.7821428571428571,227.8,56
UFragments.sol,Random_FALSE,0.30927835051546393,0.5714285714285714,0.17857142857142858,0.3088235294117647,0.14705882352941177,667.8,34
UNIWHALE_ERC20.sol,Random_FALSE,0.4090909090909091,0.875,0,0.4146341463414634,0.25,466.6,8
Vat.sol,Random_FALSE,0.7070707070707071,0.9724137931034482,0.5,0.6571428571428571,0.6096774193548387,342.8,62
vnxManager.sol,Random_FALSE,0.6875,0.95,0,0.6976744186046512,0.5384615384615384,538.5,26
Voting.sol,Random_FALSE,0.1753191489361702,0.27207207207207207,0,0.1416,0.11702127659574468,162.2,94
Wallet.sol,Random_FALSE,0.6666666666666666,1,0,0.3333333333333333,0.5,520.8,4
Weedburn.sol,Random_FALSE,0.7157894736842105,0.9230769230769231,0.2,0.6840909090909091,0.71,456.2,40
WheatFarm.sol,Random_FALSE,0.20388349514563106,0.1891891891891892,0.19230769230769232,0.26666666666666666,0.225,528.6,40
WOLF.sol,Random_FALSE,0.5047619047619047,0.875,0.23636363636363636,0.717948717948718,0.75,392.8,12
WolfStakingRewards.sol,Random_FALSE,0.5108695652173914,0.631578947368421,0.35714285714285715,0.46938775510204084,0.45,312.5,40
XenoFelix.sol,Random_FALSE,0.7489361702127659,0.8634920634920635,0.23333333333333334,0.6768211920529802,0.7833333333333333,319.8,60
YieldFarmLP2.sol,Random_FALSE,0.30952380952380953,0.8571428571428571,0.05,0.35185185185185186,0,295.6,8
YRX3.sol,Random_FALSE,0.6,0.7291666666666666,0.3888888888888889,0.6018518518518519,0.5294117647058824,276.4,34
ZAD.sol,Random_FALSE,0.6226415094339622,0.6896551724137931,0,0.5454545454545454,0.5909090909090909,529.8,22
